armstrongk6||Mon Sep 18 2017 19:48:00 ||Mon Sep 18 2017 19:49:29 ||0:01:29||functional groups||1||23
armstrongk6||Mon Sep 18 2017 19:50:49 ||Mon Sep 18 2017 19:52:35 ||0:01:46||pkas||1||28
armstrongk6||Mon Sep 18 2017 19:53:19 ||Mon Sep 18 2017 19:54:39 ||0:01:20||orbitals||1||21
kones1||Tue Sep 19 2017 01:33:14 ||Tue Sep 19 2017 01:34:57 ||0:01:43||functional groups||1||19
kones1||Tue Sep 19 2017 01:35:00 ||Tue Sep 19 2017 01:36:04 ||0:01:04||functional groups||1||19
kones1||Tue Sep 19 2017 01:37:38 ||Tue Sep 19 2017 01:41:16 ||0:03:38||pkas||1||14
armstrongk6||Tue Sep 19 2017 08:39:18 ||Tue Sep 19 2017 08:40:07 ||0:00:49||functional groups||1||11
armstrongk6||Tue Sep 19 2017 08:40:13 ||Tue Sep 19 2017 08:41:10 ||0:00:57||functional groups||1||13
armstrongk6||Tue Sep 19 2017 08:42:04 ||Tue Sep 19 2017 08:43:05 ||0:01:00||functional groups||1||14
armstrongk6||Tue Sep 19 2017 08:43:10 ||Tue Sep 19 2017 08:44:06 ||0:00:56||functional groups||1||13
armstrongk6||Tue Sep 19 2017 08:44:20 ||Tue Sep 19 2017 08:45:41 ||0:01:20||functional groups||1||20
armstrongk6||Tue Sep 19 2017 08:45:46 ||Tue Sep 19 2017 08:46:53 ||0:01:06||functional groups||1||16
armstrongk6||Tue Sep 19 2017 08:47:58 ||Tue Sep 19 2017 08:48:59 ||0:01:01||orbitals||1||16
armstrongk6||Tue Sep 19 2017 08:49:35 ||Tue Sep 19 2017 08:51:31 ||0:01:55||orbitals||1||27
armstrongk6||Tue Sep 19 2017 08:52:44 ||Tue Sep 19 2017 08:54:29 ||0:01:44||pkas||1||25
armstrongk6||Tue Sep 19 2017 08:55:38 ||Tue Sep 19 2017 08:56:36 ||0:00:58||pkas||1||13
armstrongk6||Tue Sep 19 2017 08:56:53 ||Tue Sep 19 2017 08:58:35 ||0:01:42||pkas||1||27
armstrongk6||Tue Sep 19 2017 08:58:54 ||Tue Sep 19 2017 09:00:10 ||0:01:16||pkas||1||18
demo||Tue Sep 19 2017 12:03:45 ||Tue Sep 19 2017 12:04:59 ||0:01:13||functional groups||1||19
wesselsm1||Tue Sep 19 2017 21:47:37 ||||0:00:27||pkas||0||5
pronka1||Wed Sep 20 2017 07:38:35 ||Wed Sep 20 2017 07:40:06 ||0:01:31||functional groups||1||15
pronka1||Wed Sep 20 2017 07:48:14 ||Wed Sep 20 2017 07:58:33 ||0:10:19||functional groups||1||18
wesselsm1||Wed Sep 20 2017 09:49:51 ||Wed Sep 20 2017 09:51:30 ||0:01:39||functional groups||1||23
wesselsm1||Wed Sep 20 2017 09:55:36 ||Wed Sep 20 2017 09:57:09 ||0:01:33||functional groups||1||25
wesselsm1||Wed Sep 20 2017 10:21:58 ||Wed Sep 20 2017 10:23:01 ||0:01:03||functional groups||1||17
wesselsm1||Wed Sep 20 2017 10:24:23 ||Wed Sep 20 2017 10:25:46 ||0:01:23||functional groups||1||24
wesselsm1||Wed Sep 20 2017 10:26:46 ||Wed Sep 20 2017 10:28:33 ||0:01:47||functional groups||1||30
wesselsm1||Wed Sep 20 2017 10:29:07 ||Wed Sep 20 2017 10:30:59 ||0:01:51||pkas||1||36
wesselsm1||Wed Sep 20 2017 10:32:16 ||Wed Sep 20 2017 10:33:36 ||0:01:20||pkas||1||27
wesselsm1||Wed Sep 20 2017 10:34:06 ||Wed Sep 20 2017 10:35:13 ||0:01:07||pkas||1||22
wesselsm1||Wed Sep 20 2017 10:35:48 ||Wed Sep 20 2017 10:37:34 ||0:01:46||pkas||1||34
pronka1||Wed Sep 20 2017 10:43:25 ||Wed Sep 20 2017 10:45:23 ||0:01:58||functional groups||1||18
lavernek1||Wed Sep 20 2017 12:57:19 ||Wed Sep 20 2017 12:59:02 ||0:01:42||functional groups||1||28
lavernek1||Wed Sep 20 2017 12:59:05 ||Wed Sep 20 2017 13:00:22 ||0:01:17||functional groups||1||25
lavernek1||Wed Sep 20 2017 13:00:25 ||Wed Sep 20 2017 13:01:17 ||0:00:51||functional groups||1||14
lavernek1||Wed Sep 20 2017 13:01:22 ||Wed Sep 20 2017 13:02:22 ||0:00:59||functional groups||1||18
lavernek1||Wed Sep 20 2017 13:02:25 ||Wed Sep 20 2017 13:03:30 ||0:01:05||functional groups||1||21
lavernek1||Wed Sep 20 2017 13:03:42 ||Wed Sep 20 2017 13:04:32 ||0:00:50||functional groups||1||18
lavernek1||Wed Sep 20 2017 13:04:34 ||Wed Sep 20 2017 13:05:28 ||0:00:54||functional groups||1||19
lavernek1||Wed Sep 20 2017 13:05:31 ||Wed Sep 20 2017 13:06:19 ||0:00:48||functional groups||1||13
lavernek1||Wed Sep 20 2017 13:06:28 ||Wed Sep 20 2017 13:07:16 ||0:00:47||functional groups||1||12
lavernek1||Wed Sep 20 2017 13:07:18 ||Wed Sep 20 2017 13:08:05 ||0:00:47||functional groups||1||14
lavernek1||Wed Sep 20 2017 13:08:07 ||Wed Sep 20 2017 13:09:10 ||0:01:03||functional groups||1||16
lavernek1||Wed Sep 20 2017 13:09:13 ||Wed Sep 20 2017 13:10:17 ||0:01:03||functional groups||1||16
lavernek1||Wed Sep 20 2017 13:10:51 ||Wed Sep 20 2017 13:13:34 ||0:02:43||pkas||1||46
lavernek1||Wed Sep 20 2017 13:13:48 ||Wed Sep 20 2017 13:14:55 ||0:01:06||pkas||1||20
lavernek1||Wed Sep 20 2017 13:14:57 ||Wed Sep 20 2017 13:16:24 ||0:01:27||pkas||1||24
lavernek1||Wed Sep 20 2017 13:16:29 ||Wed Sep 20 2017 13:17:23 ||0:00:53||pkas||1||20
lavernek1||Wed Sep 20 2017 13:17:56 ||Wed Sep 20 2017 13:18:42 ||0:00:45||functional groups||1||14
lavernek1||Wed Sep 20 2017 13:18:44 ||Wed Sep 20 2017 13:19:30 ||0:00:46||functional groups||1||14
lavernek1||Wed Sep 20 2017 14:51:34 ||Wed Sep 20 2017 14:52:21 ||0:00:46||functional groups||1||15
lavernek1||Wed Sep 20 2017 15:06:51 ||||0:00:34||functional groups||0||1
lavernek1||Wed Sep 20 2017 15:07:25 ||Wed Sep 20 2017 15:08:34 ||0:01:09||functional groups||1||12
lavernek1||Wed Sep 20 2017 15:09:05 ||Wed Sep 20 2017 15:10:06 ||0:01:01||pkas||1||22
lavernek1||Wed Sep 20 2017 15:10:09 ||Wed Sep 20 2017 15:11:13 ||0:01:03||pkas||1||23
lavernek1||Wed Sep 20 2017 15:11:59 ||Wed Sep 20 2017 15:17:35 ||0:05:35||pkas||1||23
lavernek1||Wed Sep 20 2017 15:18:15 ||Wed Sep 20 2017 15:22:19 ||0:04:04||pkas||1||23
powellk7||Wed Sep 20 2017 16:44:19 ||Wed Sep 20 2017 16:45:35 ||0:01:16||functional groups||1||24
powellk7||Wed Sep 20 2017 16:45:42 ||Wed Sep 20 2017 16:47:18 ||0:01:36||functional groups||1||24
powellk7||Wed Sep 20 2017 16:47:23 ||Wed Sep 20 2017 16:51:02 ||0:03:39||functional groups||1||22
powellk7||Wed Sep 20 2017 16:51:05 ||Wed Sep 20 2017 16:54:02 ||0:02:57||functional groups||1||26
powellk7||Wed Sep 20 2017 17:08:22 ||Wed Sep 20 2017 17:09:09 ||0:00:46||functional groups||1||16
powellk7||Wed Sep 20 2017 17:09:10 ||Wed Sep 20 2017 17:10:11 ||0:01:00||functional groups||1||25
powellk7||Wed Sep 20 2017 17:10:32 ||Wed Sep 20 2017 17:11:26 ||0:00:54||functional groups||1||19
powellk7||Wed Sep 20 2017 17:11:31 ||Wed Sep 20 2017 17:12:05 ||0:00:34||functional groups||1||16
powellk7||Wed Sep 20 2017 17:21:42 ||Wed Sep 20 2017 17:22:29 ||0:00:47||functional groups||1||19
fredettee1||Wed Sep 20 2017 19:18:34 ||Wed Sep 20 2017 19:19:49 ||0:01:15||orbitals||1||20
fredettee1||Wed Sep 20 2017 19:20:21 ||Wed Sep 20 2017 19:21:16 ||0:00:55||functional groups||1||18
fredettee1||Wed Sep 20 2017 19:21:23 ||Wed Sep 20 2017 19:22:09 ||0:00:46||functional groups||1||18
fredettee1||Wed Sep 20 2017 19:22:32 ||Wed Sep 20 2017 19:23:18 ||0:00:46||pkas||1||17
fredettee1||Wed Sep 20 2017 19:23:22 ||Wed Sep 20 2017 19:24:24 ||0:01:02||pkas||1||22
arnoldd5||Wed Sep 20 2017 21:46:30 ||Wed Sep 20 2017 21:48:18 ||0:01:48||orbitals||1||18
arnoldd5||Wed Sep 20 2017 21:48:27 ||Wed Sep 20 2017 21:49:50 ||0:01:23||orbitals||1||18
arnoldd5||Wed Sep 20 2017 21:50:13 ||Wed Sep 20 2017 21:51:46 ||0:01:33||Orbitals||1||22
arnoldd5||Wed Sep 20 2017 21:53:06 ||Wed Sep 20 2017 21:55:56 ||0:02:50||pkas||1||42
arnoldd5||Wed Sep 20 2017 21:56:39 ||Wed Sep 20 2017 22:00:00 ||0:03:20||pkas||1||29
arnoldd5||Wed Sep 20 2017 22:01:44 ||Wed Sep 20 2017 22:03:10 ||0:01:26||functional groups||1||17
arnoldd5||Wed Sep 20 2017 22:03:45 ||Wed Sep 20 2017 22:05:25 ||0:01:40||functional groups||1||19
arnoldd5||Wed Sep 20 2017 22:05:43 ||Wed Sep 20 2017 22:08:05 ||0:02:22||functional groups||1||19
arnoldd5||Wed Sep 20 2017 22:10:24 ||Wed Sep 20 2017 22:12:47 ||0:02:23||functional groups||1||21
armstrongk6||Wed Sep 20 2017 22:22:45 ||Wed Sep 20 2017 22:23:39 ||0:00:54||functional groups||1||14
armstrongk6||Wed Sep 20 2017 22:23:42 ||Wed Sep 20 2017 22:24:40 ||0:00:58||functional groups||1||14
armstrongk6||Wed Sep 20 2017 22:24:46 ||Wed Sep 20 2017 22:26:24 ||0:01:38||pkas||1||20
heidelj3||Wed Sep 20 2017 22:56:13 ||||0:00:14||pkas||0||2
heidelj3||Wed Sep 20 2017 22:56:27 ||||0:00:29||pkas||0||1
heidelj3||Wed Sep 20 2017 22:56:57 ||Wed Sep 20 2017 22:58:24 ||0:01:27||pkas||1||22
heidelj3||Wed Sep 20 2017 22:58:32 ||Wed Sep 20 2017 22:59:55 ||0:01:23||orbitals||1||17
heidelj3||Wed Sep 20 2017 23:00:06 ||Wed Sep 20 2017 23:01:09 ||0:01:03||orbitals||1||19
heidelj3||Wed Sep 20 2017 23:01:29 ||Wed Sep 20 2017 23:02:33 ||0:01:04||functional groups||1||19
lindseyr2||Thu Sep 21 2017 00:18:59 ||Thu Sep 21 2017 00:19:44 ||0:00:45||functional groups||1||16
lindseyr2||Thu Sep 21 2017 00:20:06 ||Thu Sep 21 2017 00:22:03 ||0:01:57||pkas||1||37
lindseyr2||Thu Sep 21 2017 00:22:47 ||Thu Sep 21 2017 00:23:36 ||0:00:48||orbitals||1||18
foltzk||Thu Sep 21 2017 10:52:26 ||Thu Sep 21 2017 10:55:15 ||0:02:48||Orbitals||1||35
foltzk||Thu Sep 21 2017 10:56:10 ||Thu Sep 21 2017 10:57:21 ||0:01:10||pkas||1||18
foltzk||Thu Sep 21 2017 10:58:22 ||Thu Sep 21 2017 10:59:08 ||0:00:45||functional groups||1||12
foltzk||Thu Sep 21 2017 10:59:55 ||Thu Sep 21 2017 11:00:53 ||0:00:58||orbitals||1||13
foltzk||Thu Sep 21 2017 11:01:05 ||Thu Sep 21 2017 11:00:53 ||0:00:36||pkas||0||1
lavernek1||Thu Sep 21 2017 11:00:14 ||Thu Sep 21 2017 11:01:56 ||0:01:42||Orbitals||1||29
foltzk||Thu Sep 21 2017 11:01:42 ||Thu Sep 21 2017 11:02:46 ||0:01:04||pkas||1||17
lavernek1||Thu Sep 21 2017 11:01:58 ||Thu Sep 21 2017 11:03:52 ||0:01:53||Orbitals||1||35
lavernek1||Thu Sep 21 2017 11:04:00 ||Thu Sep 21 2017 11:05:17 ||0:01:16||Orbitals||1||15
lavernek1||Thu Sep 21 2017 11:05:18 ||Thu Sep 21 2017 11:06:21 ||0:01:03||Orbitals||1||22
lavernek1||Thu Sep 21 2017 11:06:23 ||Thu Sep 21 2017 11:07:02 ||0:00:38||Orbitals||1||15
lavernek1||Thu Sep 21 2017 11:07:30 ||Thu Sep 21 2017 11:08:55 ||0:01:25||pkas||1||29
lavernek1||Thu Sep 21 2017 11:09:05 ||Thu Sep 21 2017 11:10:30 ||0:01:25||pkas||1||23
lavernek1||Thu Sep 21 2017 11:10:36 ||Thu Sep 21 2017 11:13:39 ||0:03:02||pkas||1||24
lavernek1||Thu Sep 21 2017 11:13:41 ||Thu Sep 21 2017 11:14:37 ||0:00:56||pkas||1||21
lavernek1||Thu Sep 21 2017 11:14:43 ||Thu Sep 21 2017 11:16:02 ||0:01:19||pkas||1||32
lavernek1||Thu Sep 21 2017 11:16:29 ||Thu Sep 21 2017 11:17:29 ||0:01:00||functional groups||1||16
lavernek1||Thu Sep 21 2017 11:17:31 ||Thu Sep 21 2017 11:20:02 ||0:02:31||functional groups||1||19
lavernek1||Thu Sep 21 2017 11:20:05 ||Thu Sep 21 2017 11:23:24 ||0:03:19||functional groups||1||17
lavernek1||Thu Sep 21 2017 11:24:26 ||Thu Sep 21 2017 11:25:35 ||0:01:09||functional groups||1||19
lavernek1||Thu Sep 21 2017 11:27:23 ||Thu Sep 21 2017 11:28:10 ||0:00:46||functional groups||1||16
lavernek1||Thu Sep 21 2017 11:28:11 ||Thu Sep 21 2017 11:28:40 ||0:00:28||functional groups||1||11
lavernek1||Thu Sep 21 2017 11:29:11 ||Thu Sep 21 2017 11:33:17 ||0:04:06||pkas||1||28
lavernek1||Thu Sep 21 2017 11:33:41 ||Thu Sep 21 2017 11:34:50 ||0:01:08||pkas||1||26
lavernek1||Thu Sep 21 2017 11:35:12 ||Thu Sep 21 2017 11:36:13 ||0:01:00||pkas||1||23
guethleina1||Thu Sep 21 2017 13:26:35 ||Thu Sep 21 2017 13:30:55 ||0:04:20||functional groups||1||18
guethleina1||Thu Sep 21 2017 13:31:02 ||Thu Sep 21 2017 13:33:15 ||0:02:13||functional groups||1||19
mcbrided2||Thu Sep 21 2017 17:51:49 ||Thu Sep 21 2017 17:54:54 ||0:03:04||functional groups||1||43
mcbrided2||Thu Sep 21 2017 17:55:32 ||Thu Sep 21 2017 17:57:09 ||0:01:37||functional groups||1||25
mcbrided2||Thu Sep 21 2017 17:57:54 ||Thu Sep 21 2017 17:59:18 ||0:01:24||functional groups||1||28
mcbrided2||Thu Sep 21 2017 18:01:38 ||Thu Sep 21 2017 18:02:45 ||0:01:07||functional groups||1||14
guethleina1||Thu Sep 21 2017 18:02:44 ||Thu Sep 21 2017 18:04:12 ||0:01:28||orbitals||1||19
mcbrided2||Thu Sep 21 2017 18:03:02 ||Thu Sep 21 2017 18:04:10 ||0:01:08||functional groups||1||21
guethleina1||Thu Sep 21 2017 18:04:15 ||Thu Sep 21 2017 18:05:31 ||0:01:15||orbitals||1||22
mcbrided2||Thu Sep 21 2017 18:04:47 ||Thu Sep 21 2017 18:06:14 ||0:01:27||functional groups||1||28
mcbrided2||Thu Sep 21 2017 18:07:06 ||Thu Sep 21 2017 18:06:14 ||0:00:06||pkas||0||1
guethleina1||Thu Sep 21 2017 18:05:41 ||Thu Sep 21 2017 18:07:25 ||0:01:44||pkas||1||29
guethleina1||Thu Sep 21 2017 18:07:33 ||Thu Sep 21 2017 18:09:02 ||0:01:29||pkas||1||23
mcbrided2||Thu Sep 21 2017 18:07:12 ||Thu Sep 21 2017 18:09:02 ||0:01:50||pkas||1||33
guethleina1||Thu Sep 21 2017 18:09:05 ||Thu Sep 21 2017 18:10:13 ||0:01:08||pkas||1||23
mcbrided2||Thu Sep 21 2017 18:09:24 ||Thu Sep 21 2017 18:10:33 ||0:01:09||pkas||1||23
guethleina1||Thu Sep 21 2017 18:10:15 ||Thu Sep 21 2017 18:11:12 ||0:00:57||pkas||1||19
guethleina1||Thu Sep 21 2017 18:11:19 ||Thu Sep 21 2017 18:12:11 ||0:00:52||functional groups||1||16
mcbrided2||Thu Sep 21 2017 18:11:04 ||Thu Sep 21 2017 18:12:23 ||0:01:19||pkas||1||27
guethleina1||Thu Sep 21 2017 18:12:13 ||Thu Sep 21 2017 18:13:11 ||0:00:58||functional groups||1||17
mcbrided2||Thu Sep 21 2017 18:12:26 ||Thu Sep 21 2017 18:13:58 ||0:01:32||pkas||1||26
guethleina1||Thu Sep 21 2017 18:13:26 ||Thu Sep 21 2017 18:14:28 ||0:01:01||functional groups||1||19
mcbrided2||Thu Sep 21 2017 18:14:35 ||Thu Sep 21 2017 18:15:41 ||0:01:06||pkas||1||21
guethleina1||Thu Sep 21 2017 18:14:30 ||Thu Sep 21 2017 18:15:47 ||0:01:17||functional groups||1||18
guethleina1||Thu Sep 21 2017 18:16:37 ||Thu Sep 21 2017 18:17:45 ||0:01:08||functional groups||1||21
guethleina1||Thu Sep 21 2017 18:17:50 ||Thu Sep 21 2017 18:18:43 ||0:00:53||functional groups||1||19
guethleina1||Thu Sep 21 2017 18:18:57 ||Thu Sep 21 2017 18:20:00 ||0:01:03||functional groups||1||21
richardsk6||Thu Sep 21 2017 22:07:34 ||Thu Sep 21 2017 22:10:09 ||0:02:35||orbitals||1||31
richardsk6||Thu Sep 21 2017 22:11:36 ||Thu Sep 21 2017 22:13:38 ||0:02:02||pkas||1||19
hawkinss3||Thu Sep 21 2017 22:09:00 ||Thu Sep 21 2017 22:13:46 ||0:04:46||functional groups||1||23
richardsk6||Thu Sep 21 2017 22:14:19 ||Thu Sep 21 2017 22:15:42 ||0:01:23||pkas||1||19
richardsk6||Thu Sep 21 2017 22:22:49 ||Thu Sep 21 2017 22:24:32 ||0:01:43||pkas||1||26
richardsk6||Thu Sep 21 2017 22:26:18 ||Thu Sep 21 2017 22:27:37 ||0:01:18||pkas||1||21
estepj2||Thu Sep 21 2017 22:28:04 ||Thu Sep 21 2017 22:29:55 ||0:01:51||pkas||1||32
wesselsm1||Thu Sep 21 2017 22:28:49 ||Thu Sep 21 2017 22:29:59 ||0:01:09||pkas||1||24
wesselsm1||Thu Sep 21 2017 22:30:06 ||Thu Sep 21 2017 22:31:09 ||0:01:03||pkas||1||21
wesselsm1||Thu Sep 21 2017 22:31:15 ||Thu Sep 21 2017 22:32:09 ||0:00:53||pkas||1||18
richardsk6||Thu Sep 21 2017 22:31:05 ||Thu Sep 21 2017 22:32:39 ||0:01:34||pkas||1||25
estepj2||Thu Sep 21 2017 22:31:21 ||Thu Sep 21 2017 22:32:43 ||0:01:21||functional groups||1||25
wesselsm1||Thu Sep 21 2017 22:32:18 ||Thu Sep 21 2017 22:33:25 ||0:01:07||pkas||1||24
richardsk6||Thu Sep 21 2017 22:33:40 ||Thu Sep 21 2017 22:34:35 ||0:00:55||pkas||1||15
hawkinss3||Thu Sep 21 2017 22:14:02 ||Thu Sep 21 2017 22:34:55 ||0:20:53||functional groups||1||14
wesselsm1||Thu Sep 21 2017 22:33:32 ||Thu Sep 21 2017 22:34:59 ||0:01:27||pkas||1||29
hawkinss3||Thu Sep 21 2017 22:34:58 ||Thu Sep 21 2017 22:36:00 ||0:01:02||functional groups||1||19
wesselsm1||Thu Sep 21 2017 22:35:06 ||Thu Sep 21 2017 22:36:01 ||0:00:55||pkas||1||20
hawkinss3||Thu Sep 21 2017 22:36:03 ||Thu Sep 21 2017 22:37:13 ||0:01:10||functional groups||1||19
wesselsm1||Thu Sep 21 2017 22:36:06 ||Thu Sep 21 2017 22:37:13 ||0:01:06||pkas||1||25
hawkinss3||Thu Sep 21 2017 22:37:14 ||Thu Sep 21 2017 22:38:04 ||0:00:50||functional groups||1||17
wesselsm1||Thu Sep 21 2017 22:37:18 ||Thu Sep 21 2017 22:38:23 ||0:01:05||pkas||1||22
wesselsm1||Thu Sep 21 2017 22:38:31 ||Thu Sep 21 2017 22:39:29 ||0:00:58||pkas||1||21
wesselsm1||Thu Sep 21 2017 22:39:39 ||Thu Sep 21 2017 22:40:26 ||0:00:46||functional groups||1||12
richardsk6||Thu Sep 21 2017 22:40:28 ||Thu Sep 21 2017 22:34:35 ||0:02:05||pkas||0||13
richardsk6||Thu Sep 21 2017 22:42:33 ||Thu Sep 21 2017 22:44:12 ||0:01:39||pkas||1||26
richardsk6||Thu Sep 21 2017 22:45:33 ||Thu Sep 21 2017 22:46:26 ||0:00:52||pkas||1||16
richardsk6||Thu Sep 21 2017 22:48:33 ||Thu Sep 21 2017 22:49:57 ||0:01:24||pkas||1||22
richardsk6||Thu Sep 21 2017 22:50:13 ||Thu Sep 21 2017 22:51:31 ||0:01:18||pkas||1||22
richardsk6||Thu Sep 21 2017 22:52:02 ||Thu Sep 21 2017 22:53:02 ||0:01:00||pkas||1||17
richardsk6||Thu Sep 21 2017 22:59:44 ||Thu Sep 21 2017 23:02:02 ||0:02:18||functional groups||1||31
richardsk6||Thu Sep 21 2017 23:03:04 ||Thu Sep 21 2017 23:04:05 ||0:01:01||functional groups||1||17
richardsk6||Thu Sep 21 2017 23:05:42 ||Thu Sep 21 2017 23:06:47 ||0:01:04||functional groups||1||17
richardsk6||Thu Sep 21 2017 23:09:28 ||Thu Sep 21 2017 23:10:26 ||0:00:58||functional groups||1||16
richardsk6||Thu Sep 21 2017 23:10:37 ||Thu Sep 21 2017 23:11:36 ||0:00:59||functional groups||1||16
richardsk6||Thu Sep 21 2017 23:14:44 ||Thu Sep 21 2017 23:15:34 ||0:00:50||functional groups||1||17
richardsk6||Thu Sep 21 2017 23:18:05 ||Thu Sep 21 2017 23:19:09 ||0:01:04||functional groups||1||19
